sampleId	species_name	species_initial	Experimental_condition	type	Line_origin	Research_Team	Set	latitude	longitude	altitude	continent	country_code	state_province_code	city	locale	collection_day	collection_month	collection_year	date	bio_rep	tech_rep	fruit_type	FR	RR
D_mel.control.US-KY-Lex.15_7_2019.exp.4_C3-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	4_C3-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_4_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_4_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.5_C4-4.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	5_C4-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_5_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_5_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.6_C4-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	6_C4-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_6_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_6_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.7_A1-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	7_A1-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_7_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_7_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.8_A2-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	8_A2-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_8_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_8_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.9_CS1-10.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	9_CS1-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_9_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_9_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.10_CS2-2.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	10_CS2-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_10_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_10_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.11_CS4-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	11_CS4-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_11_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_11_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.12_HS3-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	12_HS3-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_12_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_12_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.13_HS4-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	13_HS4-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_13_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_13_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.14_HS4-10.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	14_HS4-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_14_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_14_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.15_J1-3.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	15_J1-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_15_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_15_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.16_J3-1.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	16_J3-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_16_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_16_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.17_J3-9.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	17_J3-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_17_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_17_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.18_J4-6.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	18_J4-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_18_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_18_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.19_C1-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	19_C1-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_19_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_19_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.20_C1-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	20_C1-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_20_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_20_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.21_C1-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	21_C1-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_21_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_21_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.22_C1-4.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	22_C1-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_22_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_22_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.23_C1-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	23_C1-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_23_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_23_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.24_C1-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	24_C1-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_24_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_24_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.25_C1-8.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	25_C1-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_25_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_25_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.26_C2-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	26_C2-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_26_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_26_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.27_C2-2.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	27_C2-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_27_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_27_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.28_C2-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	28_C2-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_28_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_28_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.29_C2-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	29_C2-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_29_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_29_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.30_C2-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	30_C2-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_30_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_30_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.31_C2-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	31_C2-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_31_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_31_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.32_C2-8.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	32_C2-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_32_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_32_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.33_C2-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	33_C2-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_33_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_33_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.34_C3-2.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	34_C3-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_34_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_34_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.35_C3-4.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	35_C3-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_35_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_35_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.36_C3-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	36_C3-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_36_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_36_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.37_C3-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	37_C3-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_37_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_37_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.38_C3-9.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	38_C3-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_38_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_38_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.39_C3-10.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	39_C3-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_39_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_39_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.40_C4-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	40_C4-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_40_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_40_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.41_C4-2.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	41_C4-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_41_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_41_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.42_C4-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	42_C4-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_42_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_42_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.43_C4-5.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	43_C4-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_43_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_43_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.44_A1-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	44_A1-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_44_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_44_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.45_A1-3.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	45_A1-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_45_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_45_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.46_A1-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	46_A1-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_46_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_46_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.47_A1-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	47_A1-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_47_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_47_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.48_A1-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	48_A1-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_48_CKDL230019812-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_48_CKDL230019812-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.49_A1-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	49_A1-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_49_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_49_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.50_A1-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	50_A1-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_50_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_50_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.51_A1-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	51_A1-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_51_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_51_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.52_A2-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	52_A2-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_52_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_52_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.53_A2-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	53_A2-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_53_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_53_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.54_A2-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	54_A2-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_54_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_54_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.55_A2-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	55_A2-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_55_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_55_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.56_A2-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	56_A2-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_56_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_56_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.57_A2-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	57_A2-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_57_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_57_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.58_A2-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	58_A2-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_58_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_58_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.59_A3-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	59_A3-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_59_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_59_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.60_A3-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	60_A3-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_60_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_60_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
